Date,Ticker Pair,CHRONOBERT Strategy Return,BERT Strategy Return,Traditional Strategy Return,CHRONOBERT Cumulative Return,BERT Cumulative Return,Traditional Cumulative Return
2019-02-28,AMD-META,,,,1.0,1.0,1.0
2019-03-31,AMD-META,0.0521169811844195,0.0521169811844195,0.0521169811844195,0.9205642785715327,0.9205642785715327,1.0794357214284673
2019-04-30,AMD-META,-0.0775572420994572,-0.0775572420994572,-0.0775572420994572,0.9892937696509511,0.9892937696509511,1.1600265823967473
2019-05-31,AMD-META,0.0744056420413376,0.0744056420413376,0.0744056420413376,1.2294803558697331,1.2294803558697331,1.4416646895964125
2019-06-30,AMD-META,0.0204821538093289,-0.0204821538093289,0.0204821538093289,1.3578353226295699,1.3578353226295699,1.5921712206105474
2019-07-31,AMD-META,-0.0037388688986648,-0.0037388688986648,-0.0037388688986648,1.3913812808451613,1.3913812808451613,1.6315065570453322
2019-08-31,AMD-META,0.0769122906339492,0.0769122906339492,0.0769122906339492,1.337076522327991,1.337076522327991,1.6951832579031372
2019-09-30,AMD-META,-0.0373405179281504,-0.0373405179281504,0.0373405179281504,1.494023626956566,1.494023626956566,1.8941652157042541
2019-10-31,AMD-META,0.0942019681656751,-0.0942019681656751,-0.0942019681656751,1.517301461141724,1.517301461141724,1.9236775092282032
2019-11-30,AMD-META,0.1017198720707293,-0.1017198720707293,-0.1017198720707293,1.6308706386100729,1.6308706386100729,2.06766370975095
2019-12-31,AMD-META,-0.1534887938590929,0.1534887938590929,-0.1534887938590929,1.491008155031489,1.491008155031489,1.8903421155026532
2020-01-31,AMD-META,-0.0411311292431422,-0.0411311292431422,-0.0411311292431422,1.4611045933315487,1.4611045933315487,1.852429538100462
2020-02-29,AMD-META,-0.0144130864016637,-0.0144130864016637,-0.0144130864016637,1.7172465061951607,1.7172465061951607,1.5276856097741476
2020-03-31,AMD-META,-0.1333713912667795,-0.1333713912667795,-0.1333713912667795,1.7583862541839235,1.7583862541839235,1.564284083415197
2020-04-30,AMD-META,-0.0156506342451512,-0.0156506342451512,-0.0156506342451512,1.842109114349884,1.842109114349884,1.6387650669101406
2019-02-28,NVDA-TSLA,,,,1.0,1.0,1.0
2019-03-31,NVDA-TSLA,0.2891179806551511,0.2891179806551511,0.2891179806551511,1.2891179806551512,1.2891179806551512,1.2891179806551512
2019-04-30,NVDA-TSLA,-0.1551292606568128,0.1551292606568128,0.1551292606568128,1.089138061416714,1.4890978998935884,1.4890978998935884
2019-05-31,NVDA-TSLA,0.0264824208885308,0.0264824208885308,0.0264824208885308,1.1179810739648701,1.5285328172227977,1.5285328172227977
2019-06-30,NVDA-TSLA,-0.0055394289450692,-0.0055394289450692,-0.0055394289450692,1.1117880972437095,1.5200656182915855,1.5200656182915855
2019-07-31,NVDA-TSLA,0.0538828850499562,0.0538828850499562,0.0538828850499562,1.1716944474874018,1.6019711392703815,1.6019711392703815
2019-08-31,NVDA-TSLA,-0.0600337005941371,-0.0600337005941371,-0.0600337005941371,1.1013532938391302,1.5057988835349747,1.5057988835349747
2019-09-30,NVDA-TSLA,0.0284775203779668,0.0284775203779668,-0.0284775203779668,1.1327171047077749,1.5486803019259616,1.4629174651439878
2019-10-31,NVDA-TSLA,0.1526042470460777,0.1526042470460777,0.1526042470460777,1.3055745455879182,1.7850154933164655,1.6861648834028429
2019-11-30,NVDA-TSLA,-0.0313020928806142,-0.0313020928806142,-0.0313020928806142,1.2647073298993594,1.729140772551338,1.633384393610537
2019-12-31,NVDA-TSLA,0.1822644993204374,0.1822644993204374,0.1822644993204374,1.4952185781703535,2.044301749714962,1.9310923823097779
2020-01-31,NVDA-TSLA,0.550357541069046,0.550357541069046,-0.550357541069046,2.3181233982129443,3.169398633891237,0.8683011272046024
2020-02-29,NVDA-TSLA,0.1161901300241254,0.1161901300241254,0.1161901300241254,2.587466457263274,3.5376514732613455,0.9691891480745999
2020-03-31,NVDA-TSLA,0.1916002615334157,0.1916002615334157,0.1916002615334157,3.0832257071838574,4.215466420752293,1.1548860423210414
2020-04-30,NVDA-TSLA,-0.3954449465877403,-0.3954449465877403,0.3954449465877403,1.863979682088589,2.5484815271554893,1.6115798916416124
